SUN,0,0,0,0,1,0,0,0,0,0
MON,0,2,0,2,1,0,0,0,0,0
TUE,0,2,0,0,0,0,0,0,0,0
WED,2,0,0,0,0,0,0,0,0,0
THU,0,0,0,0,1,0,0,0,0,0
FRI,0,0,2,0,0,0,0,0,0,0
SAT,0,0,0,0,0,0,0,0,0,0
