SUN,0,0,0,0,0,0,0,0,0,0
MON,1,1,1,1,1,0,0,0,0,0
TUE,0,0,0,0,0,0,0,0,0,0
WED,1,1,1,1,1,0,0,0,0,0
THU,0,0,0,0,0,0,0,0,0,0
FRI,1,1,1,1,1,0,0,0,0,0
SAT,0,0,0,0,0,0,0,0,0,0
