SUN,,MON,,TUE,,WED,,THU,,FRI,,SAT,
15:00-19:00,,10:30-11:30,,,,,,,,,,,end
1,,1,,,,,,,,,,,
19:00-23:00,,11:30-13:30,,,,,,,,,,,
3,,1,,,,,,,,,,,
,,13:30-16:30,,,,,,,,,,,
,,2,,,,,,,,,,,
,,16:00-19:00,,,,,,,,,,,
,,3,,,,,,,,,,,
,,19:00-23:00,,,,,,,,,,,
,,3,,,,,,,,,,,
