SUN,1,1,1,1,1,0,0,0,0,0
MON,0,0,0,0,0,0,0,0,0,0
TUE,1,1,1,1,1,0,0,0,0,0
WED,0,0,0,0,0,0,0,0,0,0
THU,1,1,1,1,1,0,0,0,0,0
FRI,0,0,0,0,0,0,0,0,0,0
SAT,1,1,1,1,1,0,0,0,0,0
