SUN,1,1,1,1,1,1,1,1,1,1
MON,1,0,0,1,1,1,1,1,1,1
TUE,1,0,0,1,1,1,1,1,1,1
WED,0,0,1,1,1,1,1,1,1,1
THU,1,0,1,0,1,1,1,1,1,1
FRI,1,0,0,1,1,1,1,1,1,1
SAT,1,1,1,1,1,1,1,1,1,1
