SUN,0,0,0,4,4,0,0,0,0,0
MON,3,4,3,3,4,0,0,0,0,0
TUE,2,4,3,3,3,4,0,0,0,0
WED,2,2,0,3,3,4,0,0,0,0
THU,2,2,0,3,3,4,0,0,0,0
FRI,2,3,2,0,3,4,0,0,0,0
SAT,0,4,3,0,0,0,0,0,0,0
