SUN,0,0,0,2,3,0,0,0,0,0
MON,1,1,1,1,2,0,0,0,0,0
TUE,1,1,1,1,2,3,0,0,0,0
WED,1,1,0,1,2,3,0,0,0,0
THU,1,1,0,1,2,3,0,0,0,0
FRI,1,1,1,0,2,3,0,0,0,0
SAT,0,1,2,0,0,0,0,0,0,0
